mol,rmsd,hitmap,ID,Active
FCCCCOCCOC(=O)C1=C(Nc2c(C#N)cccc2)SC(=O)NC1=O,0.35185212,30 36 35 37,DEKOIS-8319,0
FC=C(C(=CC)C)CNC(=O)C(=O)N(Cc1occc1)C1C(=O)NC(=O)SC1,0.23376873,29 43 42 44,DEKOIS-8321,0
S(CC(=O)OCC(O)c1c(F)ccc(C)c1)C=1N(C(C)(C)C)C(=O)NC(=O)N=1,0.62814391,35 44 43 45,DEKOIS-8322,0
Fc1c(C(=O)NC=2C(=O)N(Cc3c(C(=O)NCC)scc3)C(=O)C=2)oc(C)c1,0.37878412,31 45 37 46,DEKOIS-8323,0
S(CCC(=O)N(CC(=O)OCC(=O)O)CCC#N)c1c2c([nH]c1)ccc(F)c2,0.40195245,34 44 45 46,DEKOIS-8324,0
O=C(Nc1c(OC)nc(-c2sccc2)cc1C#N)C1OC(=O)CCC1,0.34802952,28 35 36 37,DEKOIS-8325,0
FCOc1c(NC(=O)C)ccc(C(=O)N=C2SC(=CC=CC(O)=C)C(=O)N2)c1,0.37159342,32 46 47 48,DEKOIS-8326,0
FCOc1c(OC(=O)CC(OCC)C#N)cc(C=C2C(=O)N=C(NC)S2)cc1,0.17876339,32 42 43 44,DEKOIS-8327,0
SC(C(=O)OCC(=O)NNC(=O)N1CC(Oc2cc(F)ccc2)CCC1)=CC,0.26528445,32 34 35 36,DEKOIS-8329,0
Fc1c(N(C(=O)C)CC)c(NC(=O)C(=O)Nc2sc(C(=O)OC)cc2)ccc1,0.15692647,30 43 44 45,DEKOIS-8330,0
S(C(=O)Nc1c(F)cccc1)C(C(=O)OCc1n2c(C(OC)OCC2)cn1)C,0.30634841,30 41 42 43,DEKOIS-8332,0
Fc1cc(Oc2ncc(C(=O)N3CCOCC3)cc2)cc(NC(=O)CO)c1,0.34456623,29 39 40 41,DEKOIS-8333,0
[SH](=O)CC=CC1=NC(C)=C(CCC(=O)C(=O)N2CC(C)OC(C)C2)C(=O)N1,0.5992012,34 41 45 47,DEKOIS-8335,0
O=C1C(C)(c2nc(C3CC3)on2)OC(=O)C=C2C(SCCCN1)=CCOC2,0.43598664,29 40 41 42,DEKOIS-8336,0
[SH](=O)CCNC(=O)COC(=O)c1cc(NC(=O)c2c(C)ccnc2)c(F)cc1,0.41962585,32 41 42 43,DEKOIS-8337,0
FC(=CC=CC)C=1C(=O)Nc2ccc([SH0](=O)OCCNC(=O)C(=CO)N=1)cc2,0.58447134,29 40 42 43,DEKOIS-8338,0
S=C(F)N(C(=O)COC(=O)c1cc(NC(=O)C(=CC(=O)NCC)C)ccc1)C,0.25085244,29 41 42 43,DEKOIS-8339,0
S(C=CC(=O)NC=Cc1c(F)c(C(=O)N2CCN(C(OO)=O)CC2)ccc1)C,0.40195245,31 35 36 37,DEKOIS-8340,0
Fc1c(OC(=O)c2sc(CN(C(=O)C3C(O)C3)C)nc2)cc(OCC#N)cc1,0.1577062,34 41 42 43,DEKOIS-8342,0
Fc1c2OC3C(=O)NC(=O)CCC3S(=O)(=O)Nc2cc(-c2cc(C)ncc2)c1,0.19792476,31 39 40 41,DEKOIS-8343,0
Fc1sc(C(=O)NCC(=O)N(CC=Cc2c(OC=O)nc(O)cc2)C)c(C)c1,0.41964805,32 38 39 40,DEKOIS-8347,0
S(CF)c1c(C(=O)NN)cc(NC(=C(C(=O)OCC#CC)C(=O)OC)C)cc1,0.31656677,29 41 42 43,DEKOIS-8348,0
O=S1(=O)NC(=O)c2c1c(CN(CC#C)Cc1oc(C3CC3)cn1)ccc2,0.35497689,27 42 43 44,DEKOIS-8349,0
Fc1c(C(=O)Nc2ccccc2)c(C)c(C(=O)OC(C(=O)NCC(=O)N)C)s1,0.29013175,32 37 38 39,DEKOIS-8350,0
O=C(Nc1ccc(-n2nc(C)c(C(=O)OCC(O)C#N)c2)cc1)C(C)(C)C,0.41902131,28 39 40 41,DEKOIS-8351,0
FCn1c(C)c(C(=O)N)nc1-c1ccc(OCC(=O)N=C(O)C2CCC2)cc1,0.7195403,30 34 35 36,DEKOIS-8352,0
FC(=O)c1cc2[nH]c(C3C(CCC(=O)N4C(C(=O)N)CC(O)C4)C3)nc2cc1,0.14687106,30 44 45 46,DEKOIS-8353,0
Fc1c(OCC#CC(C=CC(=O)NCC#N)=C)ccc(NC(=O)COCN)c1,0.46371779,32 45 46 47,DEKOIS-8355,0
FC(Oc1ccc(CC2NCC2)cc1)OC=1C(=O)NN=C(CC(=O)NCC)C=1,0.25971374,32 41 37 43,DEKOIS-8357,0
FCCCCCC(=O)NNC(=O)C(Oc1ccc(-c2c(O)ccnn2)cc1)C,0.26666072,32 39 34 41,DEKOIS-8359,0
FC=C(C=C1C(=O)N(C)C(Nc2cc(CO)c(CC(=O)NC)cc2)=NC1=O)C,0.51699591,34 41 42 43,DEKOIS-8360,0
Fc1c(NC(=O)NCC(=O)N)ccc(OCC(=O)N2c3c(cccc3)CC2)c1,0.41962585,32 34 35 36,DEKOIS-8361,0
FCC(=O)C=C(C)C=1C(=O)N=C(N2CC(CC)OCC2)NC=1NC(=O)C(=C)C,0.35937262,35 42 45 43,DEKOIS-8362,0
Fc1c(OC)c(NC(=O)Nc2cc(NC(=O)C(N(C=O)C)C)ccc2)ccc1,0.56796247,33 42 41 43,DEKOIS-8363,0
Fc1c(C)ccc(NC(=O)C=2C=C(C=NNC(=O)C(O)C)C(=O)NC=2)c1,0.76330143,30 36 39 40,DEKOIS-8364,0
Fc1cc(OC)c(O)c(C=C2C(=O)NC(=Nc3ccc(NC)cc3)NC2=O)c1,0.54116666,32 35 36 37,DEKOIS-8367,0
Fc1cc(OC)cc(C(=O)NNC(=O)NC2C(CNC)Oc3c2cccc3)c1,0.27444533,30 40 41 42,DEKOIS-8368,0
FC=C(O)C(N(C(=O)C)C1CCN(C(=O)NC=2N(C)C(=O)C=CC=2)CC1)=CC,0.33733952,30 44 45 46,DEKOIS-8369,0
FC1(Oc2ccc(C(=O)N=NNC(=O)C)cc2)CC(C=CC=O)=C(NC)CC1,0.19655706,30 42 39 40,DEKOIS-8372,0
FC1=C(CO)Nc2nccc(C(=O)NN3C(=O)C(CCC)C(C3=O)CC=C1)c2,0.41955587,29 34 39 37,DEKOIS-8374,0
FC(=O)c1ccc(OCCC(=O)Nc2nc(NC(=O)CC)c(C#N)cc2)cc1,0.20368315,30 41 42 43,DEKOIS-8375,0
FC(=O)c1cc2NC(=O)C(CC)N(C(=O)NCCN3C(=O)CCC3C)c2cc1,0.24596776,29 38 39 40,DEKOIS-8376,0
Fc1c(CC(=O)N(C(=O)Nc2c[nH]cc2)C(C=O)=CC(C=O)=CN)cccc1,0.54941297,31 35 37 34,DEKOIS-8377,0
Fc1c(NC(=O)NCC(CO)CCO)cnc(-c2cc(OCC#N)ccc2)c1,0.69359797,30 39 47 40,DEKOIS-8379,0
Fc1c2c(cc(OCCNC(=O)C=3C(=O)NC(=O)NN=3)c1)CCCC2,0.82108879,28 39 29 31,DEKOIS-8381,0
Fc1c(NC(=O)C2=C(C)NC(=O)C=C2C)cc(C(=O)N(CC(O)=NC)C)cc1,0.34868008,30 45 46 47,DEKOIS-8382,0
FC(OC)=C1C(=O)NC(=C)CC=CC(=O)NN=C(C)C(C(=O)N2CCCC2)=C1,0.14256705,31 35 36 37,DEKOIS-8383,0
Fc1c2c(ccc1)CN(C(=O)CNC(=O)N(Cc1oc(C(=O)N)cc1)C)CC2,0.26812723,29 42 41 43,DEKOIS-8385,0
Fc1cc(NCC#CCOC(=O)Nc2c(O)cncc2)cc(C(=O)NCC)c1,0.25088865,29 33 34 35,DEKOIS-8387,0
Fc1c(C(=O)Nc2nccc(NC(=O)C(NC(=O)O)C)c2)cc(C#CC)cc1,0.37514743,33 42 43 40,DEKOIS-8389,0
FC=C1C(NC(=O)C(CNC(=O)c2occc2)CC(=O)NC)=CC(=N)CC1C,0.68719053,32 37 39 40,DEKOIS-8390,0
FCCOC(=O)c1cnc(C(=O)C(Nc2cc3[nH]c(CO)nc3cc2)C)cc1,0.28512546,31 44 38 40,DEKOIS-8391,0
Fc1cc(NC(=O)Nc2cc(O)c(NC(=O)C(=O)N(C)C)cc2)cc(C)c1,0.28290746,32 42 39 41,DEKOIS-8394,0
FC=C(N(C(=O)CNC(=O)C(=O)NNC(=O)c1ccccc1)CC(=CC)C)C,0.2782208,29 45 46 47,DEKOIS-8395,0
Fc1c(NC(=O)C(=O)Nc2cc(C(=O)OC(C)C)cnc2)cc(CC#N)cc1,0.69714916,29 39 37 40,DEKOIS-8396,0
Fc1cc2OC(C(=O)NNC(=O)c3[nH]nc4c3CC(C)CC4)CCOc2cc1,0.37046444,30 37 38 39,DEKOIS-8397,0
Fc1c(OC(C(=O)Nc2cnc(C(=O)NCC=CCCO)nc2)C)cccc1,0.43508121,30 40 46 42,DEKOIS-8399,0
FC(Oc1c(F)cc(NC(=O)NCC)cc1C(=O)Nc1cc(C=O)ccc1)C,0.27465209,30 41 40 42,DEKOIS-8400,0
O=C(Nc1cc(C)c(NC(=O)C2OC2)cc1)Nc1ccc(OC)cc1,0.659823,27 36 34 37,DEKOIS-8401,0
O=C(Nc1cnccc1)CC#CCOc1cc(C(=O)OC)c(N)cc1,0.32346171,26 30 31 32,DEKOIS-8402,0
O=C(Nc1cc(NC(=O)c2[nH]c3c(C(=O)CCC3)c2)ccc1)COC,0.36327928,28 39 40 41,DEKOIS-8404,0
O=C(Nc1c(C)oc(C)c1)Nc1ccc(NC(=O)CCCC=O)cc1,0.19821483,29 38 37 39,DEKOIS-8405,0
O=C(NNC(=O)c1c(C)[nH]c(CC)c1)COc1c(OC)cccc1,0.41979226,28 34 35 36,DEKOIS-8406,0
O=C(Nc1c(O)c(C(NCC2OC2)C)cnc1)C=Cc1oc(C)cc1,0.77882862,26 33 35 34,DEKOIS-8411,0
O=C(NC(C(C)C)CO)C(=O)Nc1cc2C(C)=CC(=NC)Oc2cc1,0.7578606,28 38 40 39,DEKOIS-8413,0
O=C(Nc1ncc(C(=O)OCC=C(C)c2c(N)cccc2)cc1)C,0.2174316,25 33 34 35,DEKOIS-8414,0
O=C(O)C(Oc1cc2c(N=C3NC(C(=O)N(CC)C)=CC=C23)cc1)C,0.26676014,30 35 34 37,DEKOIS-8415,0
O=C(N(CC(=O)N)c1c(C)[nH]c(C)c1)C=Cc1cc(OC)cc(O)c1,0.41064173,27 40 39 41,DEKOIS-8416,0
O=C(N)C(N(C(=O)COc1ccc(NC(=O)CC)cc1)CC#CC)C,0.55812985,31 39 40 41,DEKOIS-8417,0
O=C(NN=C(CCC(=O)O)c1ccc(Oc2ccc(C)cc2)cc1)N,0.22903863,29 30 31 32,DEKOIS-8418,0
O=C(NC(=O)Cc1nc(C(=O)Nc2cc(C)cc(C)c2)ccc1)CO,0.3802571,30 39 37 40,DEKOIS-8422,0
O(C)c1cc2C(Nc3cc4NC(=O)NC(=O)c4cc3)CCOc2cc1,0.29580066,28 31 32 33,DEKOIS-8423,0
O=C(Nc1cc(C)c(OC)c(C)c1)CNC(=O)C=1C(=O)NC(C)=CC=1,0.57822955,27 39 40 42,DEKOIS-8424,0
O=C(NC)COc1c(C(=O)Nc2c(C#N)cccc2)cc(OC)cc1,0.63023686,29 31 38 33,DEKOIS-8427,0
O=C(OCC#Cc1nc(C)cc(C(=O)NC)c1)Nc1ccc(O)cc1,0.19305126,26 31 32 33,DEKOIS-8429,0
O=C(N(CC(=O)NO)C)C(Oc1ccc(N)cc1)=Cc1ccccc1,0.6640358,28 35 33 31,DEKOIS-8430,0
O=C(Nc1c(OC)cccc1)CNC(=O)c1ccc(OCC#N)cc1,0.20367475,27 35 36 37,DEKOIS-8431,0
O=C(NCCO)CN1C(=O)C(CCc2c3[nH]ccc3ccc2)OCC1,0.48629239,30 37 38 39,DEKOIS-8432,0
O=C(NNCc1c(C)c(OCC2N=CC=N2)ccc1)c1occc1,0.41492099,28 32 33 34,DEKOIS-8434,0
O=C(N)c1c(OC)cc(C(=O)N2c3c(NC(=O)C2)cc(C)cc3)cc1,0.41962564,29 35 36 37,DEKOIS-8435,0
O=C(Nc1c(OC)cccc1)CCc1cc(N)cc(C(=O)N)c1,0.20367262,25 32 33 34,DEKOIS-8436,0
O=C(N(C(=O)COc1ccc(C(=O)c2cc(C)ccc2)cc1)C)N,0.20367475,26 30 31 32,DEKOIS-8439,0
O=C(NC)Cc1c(NC(=O)c2cc3OCC(=O)Nc3cc2)cccc1,0.41962585,30 38 39 40,DEKOIS-8440,0
O=C(NCCO)C(Nc1cnc(Oc2cc(C(=O)C)ccc2)cc1)C,0.2506789,26 31 32 33,DEKOIS-8441,0
O=C(N(C)C)C1C(C)OC(=CC=2NC(=O)N=C(C=3C=COCC=3)C=2)C1,0.54175293,29 35 36 37,DEKOIS-8442,0
O=C(N(CCC)C)CNC(=O)c1ccc(C(=O)Oc2c[nH]cc2)cc1,0.20888062,26 35 36 37,DEKOIS-8443,0
O=C(NNC(=O)C=1OC(=C)C(=CC)C=1)C(=O)NC(CCCCCC)C,0.23535183,26 41 35 36,DEKOIS-8445,0
O(C)c1c2OCC=C(C)C=C(C#N)C(=O)NCCC(=O)Nc(c1)cc2,0.28955603,32 39 40 41,DEKOIS-8446,0
O=C(Nc1cc(COc2c(C(=O)N(CC)C)nccc2)c(O)cc1)C,0.41944376,31 37 38 39,DEKOIS-8447,0
O=C(Oc1ccc(C(=O)NCC#N)cc1)N(C)c1ccc(CO)cc1,0.20367475,26 34 35 36,DEKOIS-8449,0
Fc1c(OC)c(NC(=O)C=C(NC(=O)CC=2N=CNC(=O)C=2)C)cc(C)c1,0.165076,33 41 42 43,DEKOIS-8453,0
FC1=C2OC(=NC(=O)c3oc(CNC(=O)NCC)cc3)N(CCC)C2=CC1,0.51546013,33 38 39 40,DEKOIS-8454,0
FCCN(C(=O)CNC(=O)c1c[nH]cc1)c1cc(OC)c(OCC#N)cc1,0.1371714,29 38 39 40,DEKOIS-8455,0
FC=C(C)C1C(N)=NC(=O)C(=C(OC)N)C1c1nc(CCCOCC)oc1,0.36807412,35 43 44 41,DEKOIS-8456,0
FCC(OC(=O)C(=CNC(C(=O)N)=CC)C=CC=1N(CC=C)C(=O)CN=1)C,0.68718296,35 40 45 42,DEKOIS-8458,0
Fc1c(NC(=O)COC(=O)c2c(NC(C(=O)N)C)n(C)cc2)ccc(C)c1,0.6530686,33 39 40 42,DEKOIS-8459,0
Fc1cc(NC(=O)C(=CC2=COOC2)c2c(O)n[nH]c2)c(N(CC)C)cc1,0.60318494,32 39 35 40,DEKOIS-8461,0
Fc1c(OCC#C)ccc(NC(=O)NCc2c(OC)c(ON)nc(C)c2)c1,0.69465315,34 42 41 39,DEKOIS-8463,0
FC(O)CNC(=O)NCCCNc1ccc(N2C(=O)C(CC)=CC2=O)cc1,0.49682623,32 36 37 38,DEKOIS-8465,0
O=C(NCc1oc(C(=O)N(C)C)cc1)Nc1nc(C)c2c(c1)COCC2,0.30636081,32 39 38 40,DEKOIS-8467,0
Fc1c(OCC)ccc(C(C(=O)Nc2c(NNC(=O)CO)nccc2)C)c1,0.41962585,32 38 39 40,DEKOIS-8470,0
Fc1cc2n3c(nc2cc1)NC(=O)C(=CC(=CCOCC#N)CO)C(O)C3,0.83002055,32 38 46 45,DEKOIS-8471,0
Fc1c(CCC(=O)NCCC(=O)N=C2OC(=CC(=C)C)C(=O)N2)ccnc1,0.39174789,31 42 43 44,DEKOIS-8473,0
Fc1c(NC(=O)N(C(=O)CNc2cc(C=O)cnc2)C2CC2)ccc(O)c1,0.14624077,28 33 32 34,DEKOIS-8475,0
Fc1c(OCCC(=O)NNC(=O)c2cc(C)oc2)cc(N(CC#N)C)cc1,0.44075102,31 37 38 39,DEKOIS-8477,0
O=C1C(c2occc2)=CN(CC(C)C)C(NC2C3NC(=O)CC23)=N1,0.36390153,25 35 36 37,DEKOIS-8478,0
FC1=C(NC(=O)NCc2c(C)n(CC)c(C)c2)C(=O)N(CC)C=C1C(=O)O,0.13775949,29 38 39 40,DEKOIS-8479,0
Fc1c(CNC(=O)C(=O)Nn2c(COC)ccc2)ccc(C(=O)NCC)c1,0.2088946,28 34 35 36,DEKOIS-8481,0
Fc1c(NC(=O)C)c(NC(=O)N(C(C(=O)N2CC(O)CCC2)C)C)ccc1,0.41962564,30 33 34 35,DEKOIS-8482,0
Fc1cc2C(C(=O)Nc3cc(C(=O)OC)cnc3)NC(NCC)Oc2cc1,0.23592065,28 40 41 42,DEKOIS-8483,0
Fc1c(CCc2oc(C=3C(=O)NC(=O)NC=3)nn2)ccc(C(C=O)(C)C)c1,0.3816351,32 39 38 40,DEKOIS-8486,0
FC(=CC(C=C)=C)C=1C(=O)OC(C#C)CCOCC(N=CO)=CC(N)=NN=1,0.65600091,31 34 35 36,DEKOIS-8488,0
Fc1n(C)c(C)c(C(=O)COCCNC(=O)c2cc3NC(=O)Nc3cc2)c1,0.14684103,29 39 40 41,DEKOIS-8490,0
Fc1c2c(NC(=O)C(CNC=CN(C(=O)C)CC(=O)N)=C2)ccc1,0.32720521,25 34 35 36,DEKOIS-8491,0
FC(C[N+]CC(OCCCCC(=O)OC)=NC1=NC(=O)C(=C)C(=CC)N1)C,0.31650615,34 41 42 43,DEKOIS-8492,0
Fc1c(NC(=O)OC)ccc(CCC=C(C(=O)NNC(=O)C=CCN)C)c1,0.41569552,32 39 40 41,DEKOIS-8494,0
Fc1c(OCCNC=NC(=O)NC(CO)C)cc(Oc2cc[n+]cc2)cc1,0.37458441,31 39 38 37,DEKOIS-8496,0
Fc1c(CNC(=O)C(=O)Nc2c(C)nc(C(=O)NC)cc2)cc(OC)cc1,0.45652533,28 34 35 36,DEKOIS-8498,0
Fc1c(C(=NC(=O)C(NC(=O)C)CN(C=O)C)NC(C(O)=C)=C)cccc1,0.31672689,31 41 40 42,DEKOIS-8499,0
FC([N+](C)C1CCC1)=CCC(=O)NCc1nc(NC(=O)O)c(OCC)cc1,0.41570207,31 35 36 37,DEKOIS-8500,0
FC(C(=C)c1c(C=Cc2n3c(nn2)NC(=O)C=C3)cn(C=C)c1)=C,0.27468225,30 34 35 36,DEKOIS-8501,0
FCC(C(=O)c1ncc(-c2occ(-c3ccncc3)n2)nc1)=CC,0.24207319,29 31 37 33,DEKOIS-8505,0
Fc1cc2c(cc1)ccc(Oc1nnc(NC(=O)C=3NC=3)cc1)c2,0.74728131,27 30 32 31,DEKOIS-8512,0
Fc1c(n(C)cc1)-c1oc(C(=O)N2Cc3[nH]ccc3CC2)cc1,0.27051213,25 30 29 31,DEKOIS-8514,0
Fc1c(C)c2NC(=O)C3=C(N(c4nccnc4)C(=O)C=C3)c2cc1,0.45664066,26 30 31 32,DEKOIS-8516,0
FC=C1NCC=CC=C(C=C)C2=Nn3c(nc(C(=O)OC1)c3)C=C2,0.27331591,31 33 34 35,DEKOIS-8522,0
Fc1c(Oc2cc3C(=O)N4C(Nc3cc2)=CC(=CCC)C4)c[nH]n1,0.31448022,25 32 31 33,DEKOIS-8524,0
FC(=C)c1cc(C(=O)N)nc(-c2sc(C=Cc3occc3)cn2)c1,0.33277231,25 30 33 32,DEKOIS-8528,0
FCC=NN1C(NC(C=C)=CC)=NC(=O)c2c1cc1c(OCC1)c2,0.20888062,25 32 33 34,DEKOIS-8530,0
FCC=C(C=C)n1c(-c2ccc(C3=NNC(=O)OC3)cc2)ccn1,0.30642256,30 34 33 35,DEKOIS-8533,0
Fc1cc2NC(n3c4c(nc3)cccc4)=NC(=O)c2cc1,0.35864452,23 24 25 26,DEKOIS-8536,0
FC1=C2C(=CC=C(OC)C(C=O)=Cn3c(nnc3)N=CC2)C=CC1,0.3028883,29 36 35 37,DEKOIS-8537,0
FCc1n(C)cc(C(=O)NCCc2onc(-c3ccccc3)n2)c1,0.28125849,25 30 31 32,DEKOIS-8539,0
Fc1c(C=2C(=O)N=C3N(C(C)CC(C)=C(C=C)N3)N=2)ccc(O)c1,0.46512914,26 36 35 33,DEKOIS-8540,0
Fc1c(C=Cn2c3c(n(C(=O)C(=CC)CO)nc3)nc2)cccc1,0.24112941,27 37 34 35,DEKOIS-8546,0
Fc1c2c(NC(=O)C=C2)cc(C(=O)N(Cc2nc(C)n(C)c2)C)c1,0.15394114,25 32 33 34,DEKOIS-8547,0
BrC(F)CC(OC=1C(=O)OC2=C(C(=O)NC=C2)C=1)C=1N=CCC=1,0.32494411,24 29 35 31,DEKOIS-8551,0
BrC(F)Oc1ccc(NC(=O)C=2C(=O)N3C(OC=2)=CCC3)cc1,0.59364504,27 30 32 34,DEKOIS-8552,0
BrC(F)C1(C)OC=C(C(=O)Nc2c(OC)cccc2)C(=O)N1,0.59363002,25 31 33 35,DEKOIS-8554,0
Brc1oc(c(C(=O)NCC2(OCF)COCC2)c1)-c1c[nH]cc1,0.63174897,25 34 32 30,DEKOIS-8556,0
BrC1=C(F)C(=NC(=O)OC(C)c2cc(N)cc(C(=O)O)c2)C=C1,0.20360315,25 32 33 34,DEKOIS-8557,0
BrC(F)=C1C(=C(O)c2oc(CC)cc2)CN(C2=NC(=O)OC2)C1,0.36082056,27 34 31 33,DEKOIS-8558,0
BrC=1C=C(NC(=O)c2cc(C)c(OC(=O)C)cc2)C(=O)NC=1,0.46724105,24 34 35 36,DEKOIS-8560,0
Brc1c(OC)c(F)c2OC(=O)C(C(=O)NCC3NCC3)=Cc2c1,0.57602453,25 32 35 37,DEKOIS-8561,0
BrC=1C(F)=CN=COC2NC(=O)C3OC(=O)C(=C(C)C3=CC2)C=1,0.25708249,27 31 32 33,DEKOIS-8564,0
BrCc1nccc(C(=O)OCC2C(=O)NC(=CF)C(=CC)O2)c1,0.12192435,24 31 32 33,DEKOIS-8566,0
Brc1c(C(C=C)=C)c(F)cc(NC(=O)OC2C(=O)NC(=O)C2)c1,0.37485376,28 33 34 35,DEKOIS-8567,0
BrC=1C(O)COc2c(c(F)c(C=CNC(=O)N(C=O)C)cc2)C=1,0.30656001,26 33 32 34,DEKOIS-8568,0
Brc1cc(F)c(OC(=O)CNC(=O)C=2C(=O)C=C(C)NC=2)cc1,0.38835341,26 35 30 32,DEKOIS-8569,0
BrC(F)=C1C(=C)CNC=2NC(=O)C(OC(=O)C(CCOC)C)C1=2,0.71923018,25 35 31 37,DEKOIS-8570,0
BrCC1OC(=CC)CN(C(=O)c2cc(F)c(OC(=O)N)cc2)C1,0.20367475,24 29 30 31,DEKOIS-8577,0
BrC(F)=CC(=CC(O)C(=O)N)COc1cc(OC)ccc1,0.52729273,28 34 30 36,DEKOIS-8581,0
Brc1c(F)cc(O)cc1NC(=O)NCC1C(OC)O1,0.66424316,20 28 31 30,DEKOIS-8582,0
BrCC=1NC(=O)OCC(=O)c2c(F)cc(NC(=O)C=CC=1)cc2,0.1801241,29 34 33 35,DEKOIS-8584,0
BrC(=CC=C(F)C(=O)OCC(=O)N=C(NC=C(CO)C)C)C=C,0.22904156,28 33 34 35,DEKOIS-8585,0
BrC(NC=O)c1oc(C)c(C(=O)Nc2cc(F)c(C=O)cc2)c1,0.2037676,24 35 34 36,DEKOIS-8586,0
Brc1cc(F)cc(C(=O)OCC(=O)Nc2ccc(O)cc2)c1,0.25187755,23 30 31 32,DEKOIS-8587,0
BrCCN(C(=O)C1ONc2c1c(F)ccc2)Cc1c(O)cco1,0.60104132,26 33 32 34,DEKOIS-8589,0
BrCc1c(F)ncc(OC(=O)CCNC(=O)c2c(C)cco2)c1,0.69714916,24 33 35 34,DEKOIS-8590,0
Brc1cc(NC(=O)C(=O)OCC(C(F)=C)=CC)cc(C(=O)N)c1,0.20367262,24 35 36 37,DEKOIS-8592,0
Brc1oc(CN(C(=O)C(=O)C=CNC(C(O)=C)=CCF)C)cc1,0.30651379,28 38 37 39,DEKOIS-8593,0
Brc1cc(CC(=O)Oc2c(O)ccc(F)c2)c(NC(=O)C)nc1,0.41962564,26 29 30 31,DEKOIS-8594,0
BrNCNC(=O)C(Oc1c(F)c2c(cc1)CCC2)CC(=O)OC,0.76078826,27 33 29 31,DEKOIS-8596,0
Fc1c(NC(=O)C(=O)NCCOc2c(NC(=O)C)cccc2)cccc1N,0.49690524,31 37 36 38,DEKOIS-8601,0
Fc1c(OC)ccc(NC(=O)CC2NC(=O)Cc3[nH]nc(CCCO)c23)c1,0.36440408,29 37 38 39,DEKOIS-8602,0
Fc1c(C)cc(NN=C2c3c(OCC2)c[nH]c3)c(OCC2OC(=O)NC2)c1,0.59714884,32 37 36 38,DEKOIS-8603,0
Fc1c(OCC(=O)NN=CC(=O)Nc2cc(C(=O)N)c(C)cc2)cccc1,0.3945466,31 33 37 38,DEKOIS-8605,0
Fc1c(OCC(=O)NNC(=O)c2ncccc2)ccc(NC(=O)CCC)c1,0.37283021,29 40 43 42,DEKOIS-8606,0
Fc1cc(NC(=O)C(=CC(=CC(=O)N)C)c2oc(CO)nn2)ccc1,0.21276937,28 30 31 32,DEKOIS-8607,0
Fc1c(NC(=O)C(=O)Nc2c(OC)cc(N(N)C(=O)C)cc2)cc(C)cc1,0.6610046,28 41 39 42,DEKOIS-8608,0
FCCCCC=1NNC(=O)C(=O)NC2=NCC=C2n2c(ccc2)CCOC=1,0.64278477,33 36 35 37,DEKOIS-8609,0
Fc1c(O)ccc2c1-c1c(N(C)C2)ncc(C(N)=CC(=O)OCC(=O)N)c1,0.41964737,33 39 40 41,DEKOIS-8612,0
O=C(C=Cc1c(OC)ccc(OC)c1)C=Cc1c(C(=O)N)nc(N)nc1,0.42974281,28 40 39 42,DEKOIS-8613,0
FC(=CC1=C(NC(=O)N)NC(=O)C=C1C=CC(=O)N)c1c(OC)cccc1,0.22904156,32 34 35 36,DEKOIS-8614,0
FC(C(C(=CC=C(C(=O)N)CNC(=O)C=C1NC(=O)CN(C=O)C1)C)=C)=C,0.15147358,32 45 46 47,DEKOIS-8615,0
FCc1c(C(=O)NNC(=O)C(O)=C2C(=NNC(=O)C)CCC2)cccc1,0.41929668,29 31 32 33,DEKOIS-8616,0
Fc1c2N(C(=O)CCCC)CC(=O)NNC(O)=CC=CC(=O)Nc1ccc2,0.16491267,32 41 42 43,DEKOIS-8617,0
FC(Oc1ccc(-c2oc(CNC(=O)NCC(=O)C3CC3)nn2)cc1)CC,0.16163357,33 40 41 42,DEKOIS-8619,0
Fc1c(OC(C(=O)N)=CC(=O)C=C)nc(NCCCc2occc2)nc1C,0.28361675,30 39 40 41,DEKOIS-8620,0
FCCC(NC(=O)c1c(CC(=O)NC=O)ccc(OCc2[nH]ncc2)c1)C,0.6278801,34 44 43 45,DEKOIS-8621,0
Fc1cc(NC(=O)Nc2cc(OC)c(NC(=O)NCCO)cc2)cc(C)c1,0.66097796,28 38 36 39,DEKOIS-8622,0
FC=C1C(NC(=O)CCN2C(=O)C(=CC=C)C(NC(=O)C)C2=O)=CN=CC1,0.69568771,28 38 40 39,DEKOIS-8623,0
Fc1c(OCC(=O)NNC(=O)C(=O)Nc2c(C#N)cc(C)cc2)cccc1,0.39455941,31 33 39 40,DEKOIS-8624,0
FCC(C)c1ccc(CNC(=O)C(=O)NC=2C(=O)NC=C(C=O)C=2)cc1,0.13781787,28 39 38 40,DEKOIS-8626,0
Fc1c(OC)c(CNC(=O)C(=O)Nc2cc(C(=O)N)c(C)cc2)ccc1,0.31656677,28 39 40 41,DEKOIS-8628,0
Fc1c(CC(=O)N)cc(OCC(=O)Nc2c[nH]nc2)cc1,0.41943854,24 26 27 28,DEKOIS-8631,0
Fc1nc(N2CC(C(=O)N)(c3cc(O)cc(O)c3)CCC2)cc(C(=O)N)c1,0.118718,28 31 32 33,DEKOIS-8632,0
Fc1c(NC(=O)c2cc3NC(=O)C(CCN)Oc3cc2)ccc(C(=O)N)c1,0.2036884,29 38 39 40,DEKOIS-8633,0
